ascii_name,description,genus_pk,id,iso_codes,jsondata,latitude,longitude,macroarea,markup_description,name,pk,samples_100,samples_200
ingush,,186,ing,inh,{},43.1666666667,45.0833333333,Eurasia,,Ingush,917,False,True
innamincka,,9,inn,ynd,{},-27.75,140.75,Australia,,Innamincka,919,False,False
international sign,,23,isl,,{},40.0,-170.0,North America,,International Sign,938,False,False
inuktitut quebeclabrador,,91,iql,ike,{},62.0,-73.0,North America,,Inuktitut (Quebec-Labrador),925,False,False
inuktitut rankin inlet,,91,inr,ikt,{},63.0,-92.0,North America,,Inuktitut (Rankin Inlet),920,False,False
inuktitut salluit,,91,ins,ike,{},62.0,-76.0,North America,,Inuktitut (Salluit),921,False,False
inupiaq,,91,inu,esi,{},67.0,-161.0,North America,,Iñupiaq,922,False,False
iquito,,79,iqu,iqu,{},-3.25,-74.0,South America,,Iquito,926,False,False
iranxe,,304,irx,irn,{},-13.0,-58.0,South America,,Iranxe,933,False,False
iraqw,,36,irq,irk,{},-4.0,35.5,Africa,,Iraqw,930,False,True
irarutu,,63,irr,irh,{},-3.0,133.5,Papunesia,,Irarutu,931,False,False
irish,,162,iri,gle,{},53.0,-8.0,Eurasia,,Irish,928,False,True
irish donegal,,162,ird,gle,{},55.0,-8.0,Eurasia,,Irish (Donegal),927,False,False
irish munster,,162,irm,gle,{},52.5,-9.0,Eurasia,,Irish (Munster),929,False,False
irish sign language,,23,irs,isg,{},53.5,-7.5,Eurasia,,Irish Sign Language,932,False,False
isaka,,305,isa,ksi,{},-2.83333333333,141.283333333,Papunesia,,I'saka,934,False,False
isekiri,,306,ise,its,{},5.66666666667,5.5,Africa,,Isekiri,935,False,False
ishkashmi,,138,ish,isk,{},37.0,72.0,Eurasia,,Ishkashmi,936,False,False
isirawa,,307,isi,srl,{},-1.83333333333,138.5,Papunesia,,Isirawa,937,False,False
isnag,,139,isn,isd,{},18.25,121.0,Papunesia,,Isnag,939,False,False
isoko,,149,iso,iso,{},5.5,6.25,Africa,,Isoko,940,False,False
israeli sign language,,23,iss,isr,{},32.0,34.8333333333,Eurasia,,Israeli Sign Language,941,False,False
italian,,85,ita,ita,{},43.0,12.0,Eurasia,,Italian,942,False,False
italian bologna,,85,itb,egl,{},44.5,11.3333333333,Eurasia,,Italian (Bologna),943,False,False
italian fiorentino,,85,ifi,ita,{},43.75,11.25,Eurasia,,Italian (Fiorentino),898,False,False
italian genoa,,85,itg,lij,{},44.4166666667,8.95,Eurasia,,Italian (Genoa),945,False,False
italian napolitanian,,85,itn,nap,{},40.9166666667,14.25,Eurasia,,Italian (Napolitanian),946,False,False
italian turinese,,85,itu,pms,{},45.0,7.66666666667,Eurasia,,Italian (Turinese),948,False,False
itawis,,139,itw,itv,{},17.75,121.5,Papunesia,,Itawis,949,False,False
itelmen,,308,ite,itl,{},57.0,157.5,Eurasia,,Itelmen,944,False,False
itonama,,309,ito,ito,{},-12.8333333333,-64.3333333333,South America,,Itonama,947,False,False
itzaj,,17,itz,itz,{},17.0,-89.8333333333,North America,,Itzaj,950,False,False
ivatan,,310,iva,ivv,{},20.5,122.0,Papunesia,,Ivatan,951,False,False
iwaidja,,311,iwa,ibd,{},-11.5,132.666666667,Australia,,Iwaidja,952,False,False
iwam,,3,iwm,iwm,{},-4.33333333333,142.0,Papunesia,,Iwam,953,False,False
iwoyo,,31,kwy,kwy,{},-5.5,12.25,Africa,,Iwoyo,1251,False,False
ixcatec,,181,ixc,ixc,{},17.8333333333,-97.1666666667,North America,,Ixcatec,954,False,False
ixil,,17,ixi,ixl,{},15.5,-91.0,North America,,Ixil,955,False,False
izhor,,256,izh,izh,{},59.0,29.0,Eurasia,,Izhor,956,False,False
izi,,300,izi,izz,{},6.33333333333,8.0,Africa,,Izi,957,False,False
jabem,,25,jab,jae,{},-6.58333333333,147.783333333,Papunesia,,Jabêm,958,False,False
jabuti,,315,jbt,jbt,{},-12.25,-62.25,South America,,Jabutí,966,False,False
jad,,56,jad,bod,{},30.8333333333,79.0,Eurasia,,Jad,959,False,False
jahai,,312,jah,jhi,{},5.75,101.5,Eurasia,,Jahai,960,False,False
jakaltek,,17,jak,"jac, jai",{},15.6666666667,-91.6666666667,North America,,Jakaltek,961,True,True
jamaican creole,,34,jcr,jam,{},18.1666666667,-77.25,North America,,Jamaican Creole,967,False,False
jamamadi,,146,jmm,jaa,{},-7.5,-67.0,South America,,Jamamadi,977,False,False
jaminjung,,313,jam,djd,{},-15.0833333333,130.5,Australia,,Jaminjung,962,False,False
jamsay,,230,jms,djm,{},14.4166666667,-2.5,Africa,,Jamsay,979,False,False
japanese,,319,jpn,jpn,{},37.0,140.0,Eurasia,,Japanese,983,True,True
japreria,,45,jpr,jru,{},10.5,-73.0,South America,,Japreria,984,False,False
jaqaru,,98,jaq,jqr,{},-13.0,-76.0,South America,,Jaqaru,963,False,False
jarawa in andamans,,320,jrw,anq,{},12.0,92.5833333333,Eurasia,,Jarawa (in Andamans),986,False,False
jarawa in nigeria,,31,jar,jar,{},9.5,10.5,Africa,,Jarawa (in Nigeria),964,False,False
jarawara,,146,jwr,jaa,{},-7.5,-65.5,South America,,Jarawara,994,False,False
javanese,,314,jav,jav,{},-7.0,111.0,Papunesia,,Javanese,965,False,False
jebero,,194,jeb,jeb,{},-5.41666666667,-76.5,South America,,Jebero,968,False,False
jeh,,157,jeh,jeh,{},15.1666666667,107.833333333,Eurasia,,Jeh,969,False,False
jeli,,108,jel,,{},9.5,-5.66666666667,Africa,,Jeli,970,False,False
jemez,,316,jem,tow,{},35.8333333333,-107.0,North America,,Jemez,971,False,False
jiarong,,286,jia,jya,{},31.5,102.0,Eurasia,,Jiarong,972,False,False
jibbali,,4,jib,shv,{},17.5,55.0,Eurasia,,Jibbali,973,False,False
jingpho,,317,jng,kac,{},25.4166666667,97.0,Eurasia,,Jingpho,980,False,False
jino,,20,jin,"jiu, jiy",{},22.0,101.0,Eurasia,,Jino,974,False,False
jivaro,,22,jiv,jiv,{},-2.5,-78.0,South America,,Jivaro,975,False,False
johari,,56,joh,,{},30.6666666667,80.0,,,Johari,981,False,False
jomang,,318,jom,tlo,{},10.5833333333,30.5,Africa,,Jomang,982,False,False
juang,,129,jun,jun,{},21.3333333333,86.0,Eurasia,,Juang,991,False,False
jugli,,188,jug,nst,{},27.5,96.3333333333,Eurasia,,Jugli,987,False,False
juhoan,,321,juh,ktz,{},-19.0,21.0,Africa,,Ju|'hoan,988,False,True
jukun,,135,juk,jbu,{},6.91666666667,10.4166666667,Africa,,Jukun,989,False,False
juma,,16,jum,jua,{},-7.5,-64.0,South America,,Júma,990,False,False
jurchen,,258,jur,juc,{},47.0,130.0,Eurasia,,Jurchen,992,False,False
jur modo,,103,jmo,bex,{},6.0,30.0,Africa,,Jur Mödö,978,False,False
juruna,,16,jrn,jur,{},-5.0,-54.5,South America,,Juruna,985,False,False
kabardian,,7,kab,kbd,{},43.5,43.5,Eurasia,,Kabardian,996,False,False
kabatei,,138,kbt,xkp,{},36.75,49.4166666667,Eurasia,,Kabatei,1022,False,False
kabiye,,159,kby,kbp,{},9.66666666667,1.16666666667,Africa,,Kabiyé,1025,False,False
kabui,,33,kbi,nkf,{},24.8333333333,94.0,Eurasia,,Kabui,1018,False,False
kabyle,,114,kbl,kab,{},36.5,5.0,Africa,,Kabyle,1019,False,False
kachari,,155,kac,xac,{},26.5,91.0,Eurasia,,Kachari,997,False,False
kadazan,,119,kdz,kzj,{},5.91666666667,117.166666667,Papunesia,,Kadazan,1030,False,False
kadiweu,,334,kdw,kbc,{},-20.0,-57.0,South America,,Kadiwéu,1029,False,False
kadugli,,324,kad,xtc,{},11.0,29.6666666667,Africa,,Kadugli,998,False,False
kagoma,,135,kgm,kdm,{},9.25,8.16666666667,Africa,,Kagoma,1050,False,False
kagulu,,31,kgr,kki,{},-6.33333333333,37.0,Africa,,Kagulu,1051,False,False
kaian,,327,kai,kct,{},-4.08333333333,144.75,Papunesia,,Kaian,1001,False,False
kaili,,124,kli,lew,{},-1.16666666667,120.0,Papunesia,,Kaili,1106,False,False
kaingang,,75,kng,kgp,{},-26.0,-52.0,South America,,Kaingang,1139,False,False
kairiru,,25,krr,kxa,{},-3.33333333333,143.583333333,Papunesia,,Kairiru,1192,False,False
kaiwa,,16,kaw,kgk,{},-23.0,-55.0,South America,,Kaiwá,1014,False,False
kaki ae,,325,kae,tbd,{},-8.0,145.833333333,Papunesia,,Kaki Ae,999,False,False
kala lagaw ya,,35,kly,mwp,{},-10.1166666667,142.116666667,Papunesia,,Kala Lagaw Ya,1118,False,False
kalam,,57,klq,kmh,{},-5.25,144.583333333,Papunesia,,Kalam,1112,False,False
kalami,,84,kal,gwc,{},35.5,72.5,Eurasia,,Kalami,1004,False,False
kalanga,,31,klz,kck,{},-20.5,27.5,Africa,,Kalanga,1119,False,False
kalapuya,,346,klp,kyl,{},44.5,-123.0,North America,,Kalapuya,1111,False,False
kalasha,,84,klh,kls,{},35.0,72.0,Eurasia,,Kalasha,1105,False,False
kalispel,,206,kls,fla,{},48.0,-117.0,North America,,Kalispel,1114,False,False
kalkatungu,,35,kgu,ktg,{},-21.0,139.5,Australia,,Kalkatungu,1053,False,False
kalmyk,,110,kmk,xal,{},44.0,83.0,Eurasia,,Kalmyk,1125,False,False
kalmyk issykkul,,110,kiq,xal,{},42.4166666667,78.3333333333,Eurasia,,Kalmyk (Issyk-Kul),1078,False,False
kaluli,,245,kll,bco,{},-6.5,142.75,Papunesia,,Kaluli,1108,False,False
kamaiura,,16,kma,kay,{},-12.0833333333,-52.5833333333,South America,,Kamaiurá,1120,False,False
kamanokafe,,28,kak,kbq,{},-6.25,145.666666667,Papunesia,,Kamano-Kafe,1003,False,False
kamasau,,351,kmz,kms,{},-3.91666666667,143.666666667,Papunesia,,Kamasau,1134,False,False
kamass,,252,kms,xas,{},52.0,92.0,Eurasia,,Kamass,1130,False,False
kamba,,31,kba,kam,{},-1.5,38.0,Africa,,Kamba,1017,False,False
kambera,,49,kam,xbr,{},-9.83333333333,120.166666667,Papunesia,,Kambera,1005,False,False
kambot,,330,kbo,kbx,{},-4.25,144.133333333,Papunesia,,Kambot,1020,False,False
kami,,31,kmi,kcu,{},-6.75,38.0,Africa,,Kami,1123,False,False
kamoro,,82,kmr,kgq,{},-4.33333333333,136.0,Papunesia,,Kamoro,1129,False,False
kamu,,350,kmw,xmu,{},-13.5833333333,130.833333333,Australia,,Kamu,1133,False,False
kana,,29,kan,ogo,{},4.75,7.41666666667,Africa,,Kana,1006,False,False
kanakuru,,67,knk,kna,{},10.0,12.0,Africa,,Kanakuru,1141,False,False
kanashi,,56,xns,xns,{},32.0833333333,77.25,Eurasia,,Kanashi,2548,False,False
kanembu,,331,kbu,kbl,{},14.0,15.0,Africa,,Kanembu,1023,False,False
kangiryuarmiut,,91,kgt,ikt,{},68.3333333333,-133.75,North America,,Kangiryuarmiut,1052,False,False
kanjobal eastern,,17,kea,kjb,{},15.3333333333,-91.6666666667,North America,,Kanjobal (Eastern),1031,False,False
kanjobal western,,17,kwe,knj,{},15.8333333333,-91.8333333333,North America,,Kanjobal (Western),1243,False,False
kankanay,,139,kky,kne,{},16.75,120.583333333,Papunesia,,Kankanay,1100,False,False
kannada,,116,knd,kan,{},14.0,76.0,Eurasia,,Kannada,1138,True,True
kanoe,,355,kno,,{},-13.25,-61.0,South America,,Kanoê,1144,False,False
kanum badi,,353,knb,khd,{},-8.83333333333,140.75,Papunesia,,Kanum (Bädi),1136,False,False
kanum ngkalmpw,,353,knp,kcd,{},-8.66666666667,140.916666667,Papunesia,,Kanum (Ngkâlmpw),1145,False,False
kanuri,,331,knr,knc,{},12.0,13.0,Africa,,Kanuri,1147,False,True
kanyok,,31,kyo,kny,{},-7.33333333333,23.5833333333,Africa,,Kanyok,1260,False,False
kapampangan,,361,kpm,pam,{},15.3333333333,120.5,Papunesia,,Kapampangan,1171,False,False
kapingamarangi,,25,kpn,kpg,{},1.05,154.75,Papunesia,,Kapingamarangi,1172,False,False
karachaybalkar,,83,krc,krc,{},43.5,42.0,Eurasia,,Karachay-Balkar,1178,False,False
karadjeri,,117,krj,gbd,{},-19.0,122.0,Australia,,Karadjeri,1185,False,False
karaim,,83,krm,kdr,{},54.6666666667,24.9166666667,Eurasia,,Karaim,1188,False,False
kara in central african republic,,103,kar,kah,{},10.0,23.0,Africa,,Kara (in Central African Republic),1010,False,False
kara in papua new guinea,,25,kra,leu,{},-2.83333333333,151.116666667,Papunesia,,Kara (in Papua New Guinea),1176,False,False
karaja,,322,jva,kpj,{},-10.0,-50.3333333333,South America,,Karajá,993,False,False
karakalpak,,83,kkp,kaa,{},43.0,60.0,Eurasia,,Karakalpak,1093,False,False
karanga,,31,krg,sna,{},-20.0,31.0,Africa,,Karanga,1182,False,False
karankawa,,342,kkw,zkk,{},28.0,-97.0,North America,,Karankawa,1099,False,False
karao,,139,kao,kyj,{},16.5,120.833333333,Papunesia,,Karao,1007,False,False
karata,,74,krt,kpt,{},42.5833333333,46.3333333333,Eurasia,,Karata,1193,False,False
karelian,,256,krl,krl,{},64.0,32.0,Eurasia,,Karelian,1187,False,False
karen bwe,,332,kbw,bwe,{},19.5,97.0,Eurasia,,Karen (Bwe),1024,False,False
karen pwo,,332,kpw,"kjp, pwo",{},13.0,99.1666666667,Eurasia,,Karen (Pwo),1174,False,False
karen sgaw,,332,ksg,ksw,{},18.0,97.0,Eurasia,,Karen (Sgaw),1199,False,False
kariera,,117,vka,vka,{},-20.5,118.5,Australia,,Kariera,2460,False,False
karimojong,,18,kmj,kdj,{},3.0,34.1666666667,Africa,,Karimojong,1124,False,False
karipuna panoan,,55,kdg,,{},-10.0,-65.0,South America,,Karipuna (Panoan),1028,False,False
karitiana,,352,kna,ktn,{},-9.5,-64.0,South America,,Karitiâna,1135,False,False
karkaryuri,,378,kyr,yuj,{},-3.75,141.083333333,Papunesia,,Karkar-Yuri,1263,False,False
karo arara,,323,kaa,arr,{},-10.3333333333,-62.0,South America,,Karó (Arára),995,False,False
karok,,364,krk,kyh,{},41.6666666667,-123.0,North America,,Karok,1186,True,True
kasem,,159,ksm,xsm,{},11.25,-1.25,Africa,,Kasem,1203,False,False
kashaya,,365,ksh,kju,{},38.6666666667,-123.333333333,North America,,Kashaya,1200,False,False
kashmiri,,84,kas,kas,{},34.0,76.0,Eurasia,,Kashmiri,1011,False,False
kashubian,,141,ksu,csb,{},54.0,18.0,Eurasia,,Kashubian,1208,False,False
kasong,,366,ksn,,{},12.75,102.116666667,Eurasia,,Kasong,1204,False,False
kata kolok,,23,kkl,bqy,{},-8.25,115.166666667,Papunesia,,Kata Kolok,1090,False,False
katcha,,324,ktc,xtc,{},10.8333333333,29.6666666667,Africa,,Katcha,1211,False,False
kate,,145,kat,kmg,{},-6.5,147.75,Papunesia,,Kâte,1012,False,False
kathlamet,,196,ktm,,{},46.14,-123.4,North America,,Kathlamet,1217,False,False
kati in afghanistan,,370,ktz,bsh,{},35.5,70.0,Eurasia,,Kati (in Afghanistan),1224,False,False
kati in west papua indonesia,,368,kti,yon,{},-5.75,140.916666667,Papunesia,,"Kati (in West Papua, Indonesia)",1214,False,False
katla,,369,ktl,kcr,{},11.8333333333,29.3333333333,Africa,,Katla,1216,False,False
kato,,37,kto,ktw,{},39.6666666667,-123.666666667,North America,,Kato,1219,False,False
katu,,167,ktu,"ktv, kuf",{},15.8333333333,107.583333333,Eurasia,,Katu,1222,False,False
kaulong,,25,kau,pss,{},-6.16666666667,149.666666667,Papunesia,,Kaulong,1013,False,False
kaure,,328,kaj,bpp,{},-3.41666666667,140.083333333,Papunesia,,Kaure,1002,False,False
kaurna,,9,kaq,,{},-34.25,138.5,Australia,,Kaurna,1009,False,False
kawaiisu,,201,kws,xaw,{},36.0,-117.5,North America,,Kawaiisu,1249,False,False
kayabi,,16,kyz,kyz,{},-11.0,-55.5,South America,,Kayabí,1265,False,False
kayah li eastern,,332,kyl,eky,{},19.0,97.5,Eurasia,,Kayah Li (Eastern),1257,False,True
kayan baram,,119,kbr,kys,{},3.5,114.5,Papunesia,,Kayan (Baram),1021,False,False
kayapo,,75,kyp,txu,{},-9.0,-52.0,South America,,Kayapó,1261,False,False
kayardild,,329,kay,gyd,{},-17.05,139.5,Australia,,Kayardild,1015,True,True
kaytej,,9,kyt,gbb,{},-21.0,134.0,Australia,,Kaytej,1264,False,False
kazakh,,83,kaz,kaz,{},50.0,70.0,Eurasia,,Kazakh,1016,False,False
kedang,,49,ked,ksx,{},-8.25,123.75,Papunesia,,Kedang,1032,False,False
kefa,,2,kef,kbr,{},7.25,36.25,Africa,,Kefa,1033,False,False
kei,,49,kei,kei,{},-5.83333333333,132.916666667,Papunesia,,Kei,1034,False,False
kekchi,,17,kek,kek,{},16.0,-89.8333333333,North America,,K'ekchí,1035,False,False
kela apoze,,25,kap,kcl,{},-7.41666666667,147.083333333,Papunesia,,Kela (Apoze),1008,False,False
kelabit,,119,klt,kzi,{},3.66666666667,115.416666667,Papunesia,,Kelabit,1115,False,False
kele,,25,kel,sbc,{},-2.08333333333,147.083333333,Papunesia,,Kele,1036,False,False
kemant,,95,kem,ahg,{},12.6666666667,37.4166666667,Africa,,Kemant,1037,False,False
kemtuik,,348,kmt,kmt,{},-2.66666666667,140.333333333,Papunesia,,Kemtuik,1131,False,False
kenga,,103,ken,kyq,{},12.0,18.0,Africa,,Kenga,1038,False,False
kenyah uma lung,,119,keu,,{},3.0,115.833333333,,,Kenyah (Uma' Lung),1042,False,False
kenyang,,31,kyg,ken,{},5.66666666667,9.5,Africa,,Kenyang,1255,False,False
kenyan sign language,,23,ksl,xki,{},0.0,38.0,Africa,,Kenyan Sign Language,1202,False,False
keo,,49,keo,xxk,{},-8.83333333333,121.25,Papunesia,,Keo,1039,False,False
kera,,130,ker,ker,{},9.83333333333,15.0833333333,Africa,,Kera,1040,False,True
kerek,,51,krq,krk,{},62.25,175.0,Eurasia,,Kerek,1191,False,False
keresan santa ana,,21,ksa,kee,{},35.4166666667,-106.666666667,North America,,Keresan (Santa Ana),1197,False,False
ket,,335,ket,ket,{},64.0,87.0,Eurasia,,Ket,1041,False,True
ketapang,,14,ktp,zlm,{},-1.86666666667,110.0,Eurasia,,Ketapang,1220,False,False
kete,,31,kte,kcv,{},-7.0,22.8333333333,Africa,,Kete,1212,False,False
ketengban,,247,ktn,xte,{},-4.5,140.5,Papunesia,,Ketengban,1218,False,False
kewa,,251,kew,"kew, kjs",{},-6.5,143.833333333,Papunesia,,Kewa,1043,True,True
khakas,,83,khk,kjh,{},53.0,90.0,Eurasia,,Khakas,1060,False,False
khalaj,,83,khl,klj,{},35.0,50.0,Eurasia,,Khalaj,1061,False,False
khaling,,88,khg,klr,{},27.5,86.6666666667,Eurasia,,Khaling,1058,False,False
khalkha,,110,kha,khk,{},47.0,105.0,Eurasia,,Khalkha,1056,True,True
kham,,88,kmh,kgj,{},28.5,82.75,Eurasia,,Kham,1122,False,False
kham dege,,56,khd,khg,{},31.8333333333,98.5833333333,Eurasia,,Kham (Dege),1057,False,False
kham tibetan nangchen,,56,knz,khg,{},32.5,96.5,Eurasia,,Kham (Tibetan) (Nangchen),1150,False,False
khanty,,296,kty,kca,{},65.0,65.0,Eurasia,,Khanty,1223,False,False
kharia,,129,khr,khr,{},22.5,84.3333333333,Eurasia,,Kharia,1065,False,False
khasi,,337,khs,kha,{},25.5,92.0,Eurasia,,Khasi,1066,False,True
khinalug,,32,khi,kjj,{},41.1666666667,48.0833333333,Eurasia,,Khinalug,1059,False,False
khmer,,336,khm,khm,{},12.5,105.0,Eurasia,,Khmer,1062,False,True
khmu,,349,kmu,kjg,{},21.0,102.0,Eurasia,,Khmu',1132,False,True
khowar,,84,khw,khw,{},36.0,72.0,Eurasia,,Khowar,1069,False,False
khumi,,33,khu,cnk,{},21.9166666667,92.4166666667,Eurasia,,Khumi,1067,False,False
khun,,237,khn,kkh,{},21.0,100.0,Eurasia,,Khün,1063,False,False
khwarshi,,74,khv,khv,{},42.25,46.1666666667,Eurasia,,Khwarshi,1068,False,False
kickapoo,,13,kic,kic,{},42.25,-84.0,North America,,Kickapoo,1070,False,False
kikuyu,,31,kik,kik,{},-0.75,36.75,Africa,,Kikuyu,1073,False,False
kilba,,109,klb,hbb,{},10.3333333333,13.1666666667,Africa,,Kilba,1103,False,False
kilivila,,25,klv,kij,{},-8.5,151.083333333,Papunesia,,Kilivila,1116,False,True
kiliwa,,183,klw,klb,{},31.3333333333,-115.666666667,North America,,Kiliwa,1117,False,False
kiluba,,31,kil,lub,{},-8.0,26.0,Africa,,Kiluba,1074,False,False
kimaghama,,340,kim,kig,{},-8.0,138.5,Papunesia,,Kimaghama,1075,False,False
kinga,,31,kga,zga,{},-9.0,34.0,Africa,,Kinga,1047,False,False
kinnauri,,56,knn,kfk,{},31.5,78.0,Eurasia,,Kinnauri,1143,False,False
kinyarwanda,,31,kin,kin,{},-2.0,30.0,Africa,,Kinyarwanda,1076,False,False
kiowa,,316,kio,kio,{},37.0,-99.0,North America,,Kiowa,1077,True,True
kipea,,363,kri,kzw,{},-10.0,-37.0,South America,,Kipea,1184,False,False
kire,,338,kie,geb,{},-4.25,144.75,Papunesia,,Kire,1071,False,False
kirghiz,,83,kgz,kir,{},42.0,75.0,Eurasia,,Kirghiz,1055,False,False
kirghiz fuyu,,83,kfy,kir,{},47.75,124.416666667,Eurasia,,Kirghiz (Fu-Yu),1046,False,False
kiribati,,25,krb,gil,{},1.33333333333,173.0,Papunesia,,Kiribati,1177,False,True
kirikiri,,238,kkr,kiy,{},-3.0,137.166666667,Papunesia,,Kirikiri,1095,False,False
kirma,,159,kir,cme,{},10.25,-4.83333333333,Africa,,Kirma,1079,False,False
kisar,,49,ksr,kje,{},-8.08333333333,127.116666667,Papunesia,,Kisar,1206,False,False
kisi,,128,kis,"kqs, kss",{},8.83333333333,-10.1666666667,Africa,,Kisi,1080,False,False
kisi southern,,128,kss,kss,{},8.5,-10.25,Africa,,Kisi (Southern),1207,False,False
kitja,,339,kij,gia,{},-17.5,127.75,Australia,,Kitja,1072,False,False
kitsai,,44,kit,kii,{},31.8333333333,-96.5,North America,,Kitsai,1081,False,False
kituba,,34,ktb,ktu,{},-5.0,17.5,Africa,,Kituba,1210,False,False
kiwai southern,,341,kiw,kjd,{},-8.0,143.5,Papunesia,,Kiwai (Southern),1083,False,False
klamath,,344,klm,kla,{},42.5,-121.5,North America,,Klamath,1109,False,False
klao,,41,kla,klu,{},4.75,-8.75,Africa,,Klao,1102,False,False
koasati,,8,koa,cku,{},34.8333333333,-85.1666666667,North America,,Koasati,1151,True,True
kobon,,57,kob,kpw,{},-5.16666666667,144.333333333,Papunesia,,Kobon,1152,False,True
kodava,,116,kod,kfa,{},12.1666666667,76.8333333333,Eurasia,,Kodava,1153,False,False
koegu,,140,koe,xwg,{},7.0,36.0833333333,Africa,,Koegu,1154,False,False
koh lakka,,343,klk,xuo,{},8.0,15.5,Africa,,Koh (Lakka),1107,False,False
kohumono,,29,koh,bcs,{},6.0,8.11666666667,Africa,,Kohumono,1155,False,False
koiali mountain,,101,kmo,kpx,{},-9.0,147.5,Papunesia,,Koiali (Mountain),1127,False,False
koiari,,101,koi,kbk,{},-9.5,147.333333333,Papunesia,,Koiari,1156,False,False
koita,,101,kta,kqi,{},-9.33333333333,147.083333333,Papunesia,,Koita,1209,False,False
kokborok,,155,kok,trp,{},24.3333333333,92.5,Eurasia,,Kokborok,1157,False,False
kokni,,84,kkz,kex,{},20.75,73.5,Eurasia,,Kokni,1101,False,False
kokota,,25,kkt,kkk,{},-8.0,159.133333333,Papunesia,,Kokota,1096,False,False
kola,,49,koo,kvv,{},-5.5,134.5,Papunesia,,Kola,1161,False,False
kolami,,271,kol,"kfb, nit",{},20.0,78.5,Eurasia,,Kolami,1158,False,False
kolana,,345,kln,kvw,{},-8.25,125.116666667,Papunesia,,Kolana,1110,False,False
koluri,,138,klr,shm,{},37.0,48.0,Eurasia,,Koluri,1113,False,False
kom,,31,kou,bkm,{},6.25,10.3333333333,Africa,,Kom,1166,False,False
kombai,,38,kmb,"tyn, wng",{},-5.58333333333,140.0,Papunesia,,Kombai,1121,False,False
kombio,,1,xbi,xbi,{},-3.5,142.75,Papunesia,,Kombio,2545,False,False
komering,,326,kag,kge,{},-3.16666666667,104.916666667,Papunesia,,Komering,1000,False,False
komipermyak,,359,kop,koi,{},59.5,54.5,Eurasia,,Komi-Permyak,1162,False,False
komizyrian,,359,kzy,kpv,{},65.0,55.0,Eurasia,,Komi-Zyrian,1266,False,False
komo,,358,kom,xom,{},8.75,33.75,Africa,,Komo,1159,False,False
konda,,282,kda,kfc,{},19.5,83.0,Eurasia,,Konda,1027,False,False
kongo,,31,kon,kng,{},-5.0,15.0,Africa,,Kongo,1160,False,True
konjo,,87,kjo,kjc,{},-5.46666666667,120.333333333,Papunesia,,Konjo,1087,False,False
konkani,,84,kkn,knn,{},15.25,74.0,Eurasia,,Konkani,1091,False,False
konkomba,,144,kkb,xon,{},10.0,0.0833333333333,Africa,,Konkomba,1089,False,False
konkow,,357,knw,mjd,{},39.5,-121.5,North America,,Konkow,1149,False,False
konni,,144,kni,kma,{},10.25,-1.58333333333,Africa,,Konni,1140,False,False
konua,,356,knu,kyx,{},-5.83333333333,154.833333333,Papunesia,,Konua,1148,False,False
konyagi,,168,kgi,cou,{},12.5,-13.25,Africa,,Konyagi,1048,False,False
koorete,,267,kjr,kqy,{},5.83333333333,37.8333333333,Africa,,Koorete,1088,False,False
korafe,,132,krf,kpr,{},-9.05,149.083333333,Papunesia,,Korafe,1181,False,False
korana,,70,krn,kqz,{},-29.5,20.5,Africa,,Korana,1189,False,False
koranko,,108,kko,knk,{},9.33333333333,-11.25,Africa,,Koranko,1092,False,False
korean,,360,kor,kor,{},37.5,128.0,Eurasia,,Korean,1163,True,True
koreguaje,,150,kje,coe,{},1.0,-75.5,South America,,Koreguaje,1084,False,False
korku,,129,kku,kfq,{},22.5,78.5,Eurasia,,Korku,1097,False,False
koromfe,,144,kfe,kfz,{},14.25,-0.916666666667,Africa,,Koromfe,1045,False,True
korowai,,38,krw,khe,{},-5.25,140.0,Papunesia,,Korowai,1194,False,False
koryak,,51,kry,kpy,{},61.0,167.0,Eurasia,,Koryak,1195,False,False
kosop,,367,ksp,kia,{},9.91666666667,15.9166666667,Africa,,Kosop,1205,False,False
kosraean,,25,kos,kos,{},5.3,163.0,Papunesia,,Kosraean,1164,False,False
kota,,116,kot,kfe,{},11.5,77.1666666667,Eurasia,,Kota,1165,False,False
kotoko,,109,ktk,aal,{},11.3333333333,15.3333333333,Africa,,Kotoko,1215,False,False
kott,,335,ktt,,{},57.0,94.0,Eurasia,,Kott,1221,False,False
ko winye,,159,kow,kst,{},11.8666666667,-2.91666666667,Africa,,Ko (Winye),1167,False,False
koya,,282,koy,kff,{},17.5,81.3333333333,Eurasia,,Koya,1168,False,False
koyraboro senni,,333,kse,ses,{},16.0,0.0,Africa,,Koyraboro Senni,1198,True,True
koyra chiini,,333,kch,khq,{},17.0,-3.0,Africa,,Koyra Chiini,1026,False,False
koyukon,,37,kyn,koy,{},65.0,-155.0,North America,,Koyukon,1259,False,False
kpan,,135,kpa,kpk,{},7.58333333333,10.1666666667,Africa,,Kpan,1169,False,False
kpelle,,108,kpe,xpe,{},7.0,-10.0,Africa,,Kpelle,1170,False,False
kposo,,5,kpo,kpo,{},7.5,0.833333333333,Africa,,Kposo,1173,False,False
kraho,,75,krh,xra,{},-8.0,-48.0,South America,,Krahô,1183,False,False
krenak,,362,kqq,kqq,{},-15.5,-41.0,South America,,Krenak,1175,False,False
kresh,,42,kre,krs,{},8.5,24.5,Africa,,Kresh,1180,False,False
