,glcode,name,iso,level,macroarea,lat,lon,from,family,country
4160,chod1238,Chodri,cdi,language,Eurasia,20.8803,73.5283,glot,Indo-European,IN
4161,chog1238,Chogor,,dialect,Eurasia,,,glot,Sino-Tibetan,
4162,choh1239,Choha,,dialect,Eurasia,,,glot,Sino-Tibetan,
4163,choi1241,Choic,,family,,,,glot,Sino-Tibetan,
4164,choi1242,Choiseul,,family,,,,glot,Austronesian,
4165,chok1248,Chokobo-Lemoro-Sanga,,family,,,,glot,Atlantic-Congo,
4166,chok1243,Chokri Naga,nri,language,Eurasia,25.5636,94.2887,glot,Sino-Tibetan,IN
4167,chok1245,Chokwe,cjk,language,Africa,-9.66082,21.3992,glot,Atlantic-Congo,AO CD NA ZM
4168,chok1246,Chokwe-Lunda,,family,,,,glot,Atlantic-Congo,
4169,chok1247,Chokwe-Lwena,,family,,,,glot,Atlantic-Congo,
4170,chok1244,Chokwe-Ngangela-Nyemba (K.20),,family,,,,glot,Atlantic-Congo,
4171,chol1282,Chol,ctu,language,North America,17.4897,-92.4698,glot,maya1287,MX
4172,chol1285,"Chol, Tila",cti,language,North America,17.49,-92.47,glot,,
4173,chol1281,Chol-Chontal,,family,,,,glot,maya1287,
4174,chol1287,Cholan,,family,,,,glot,maya1287,
4175,chol1286,Cholan-Tzeltalan,,family,,,,glot,maya1287,
4176,tong1312,Cholim,,dialect,Eurasia,,,glot,Sino-Tibetan,
4177,chol1288,Cholla-Kyongsang,,dialect,Eurasia,,,glot,kore1284,
4178,chol1277,Cholo,,dialect,Eurasia,,,glot,Sino-Tibetan,
4179,chol1283,Cholti,,language,North America,15.5,-89.0,glot,maya1287,GT
4180,chol1284,Cholón,cht,language,South America,-9.23129,-75.9621,glot,hibi1242,PE
4181,chon1288,Chonan,,family,,,,glot,nan,
4182,chon1284,Chong of Chanthaburi,cog,language,Eurasia,12.5218,102.514,glot,Austroasiatic,KH TH
4183,chon1289,Chong'an,,dialect,Eurasia,,,glot,Sino-Tibetan,
4184,chon1285,Choni,cda,language,Eurasia,27.7552,99.8255,glot,Sino-Tibetan,CN
4185,chon1248,Chono,,language,South America,-44.298692,-73.879395,glot,nan,CL
4186,chon1287,Chonyi-Dzihana-Kauma,coh,language,Africa,-6.518,38.672,glot,Atlantic-Congo,KE
4187,chop1243,Chopi,cce,language,Africa,-24.8327,34.1097,glot,Atlantic-Congo,MZ
4188,chop1242,Chopi (S.60),,family,,,,glot,Atlantic-Congo,
4189,chor1276,Chorai,,dialect,Eurasia,,,glot,Sino-Tibetan,
4190,chor1274,Chorote,,family,,,,glot,mata1289,
4191,chor1275,Chorotega,cjr,language,North America,10.8154,-85.1228,glot,,
4192,chor1272,Chorti-Cholti,,family,,,,glot,maya1287,
4193,chor1273,Chortí,caa,language,North America,14.818,-89.2363,glot,maya1287,GT HN
4194,chor1271,Choruba,,dialect,Africa,,,glot,Atlantic-Congo,
4195,chos1238,Choskule,,dialect,Eurasia,,,glot,Sino-Tibetan,
4196,chot1240,Chote,,dialect,Eurasia,,,glot,Sino-Tibetan,
4197,chot1239,Chothe,nct,language,Eurasia,24.3722,94.2408,glot,Sino-Tibetan,IN
4198,chow1240,Chowra-Teressa,,family,,,,glot,Austroasiatic,
4199,chra1242,Chrau,crw,language,Eurasia,10.8021,107.293,glot,Austroasiatic,VN
4200,alqo1238,Christian Alqosh,,dialect,Eurasia,,,glot,Afro-Asiatic,
4201,bart1242,Christian Baretla,,dialect,Eurasia,,,glot,Afro-Asiatic,
4202,diho1238,Christian Dihok Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4203,mang1421,Christian Mangesh Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4204,chri1236,Christian Neo-Aramaic East of Zab,,dialect,Eurasia,,,glot,Afro-Asiatic,
4205,chri1235,Christian Neo-Aramaic West of Zab,,dialect,Eurasia,,,glot,Afro-Asiatic,
4206,chri1239,Christian Palestinian Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4207,chri1238,Christian Qaraqosh,,dialect,Eurasia,,,glot,Afro-Asiatic,
4208,shir1272,Christian Shirnak-Chizre Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4209,telk1238,Christian Telkepe,,dialect,Eurasia,,,glot,Afro-Asiatic,
4210,tisq1238,Christian Tisqopa,,dialect,Eurasia,,,glot,Afro-Asiatic,
4211,chri1234,Christian Tiyare Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4212,chri1237,Christian Zakho Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4213,chru1239,Chru,cje,language,Eurasia,11.6625,108.529,glot,Austronesian,VN
4214,chru1238,Chru-Northern Cham,,family,,,,glot,Austronesian,
4215,chru1240,Chruic,,family,,,,glot,Austronesian,
4216,chua1255,Chuana,,dialect,South America,,,glot,chib1249,
4217,chua1248,Chuanqiandian,,family,,,,glot,hmon1336,
4218,chua1256,Chuanqiandian Cluster Miao,cqd,language,Eurasia,22.5638,101.95,glot,,
4219,chua1250,Chuave,cjv,language,Papunesia,-6.17824,145.139,glot,Nuclear Trans New Guinea,PG
4220,chua1249,Chuave-Nomane,,family,,,,glot,Nuclear Trans New Guinea,
4221,chug1251,Chug-Lish,,family,,,,glot,Sino-Tibetan,
4222,chug1254,Chugach,,dialect,North America,,,glot,eski1264,
4223,chuj1250,Chuj,cac,language,North America,15.8399,-91.76,glot,maya1287,GT
4224,chuj1251,"Chuj, Ixtatán",cnm,language,North America,,,glot,,
4225,chuj1249,Chujean,,family,,,,glot,maya1287,
4226,chuk1274,Chuka,cuh,language,Africa,-0.27405,37.6116,glot,Atlantic-Congo,KE
4227,chuk1273,Chukchi,ckt,language,Eurasia,68.6436,170.045,glot,chuk1271,RU
4228,chuk1272,Chukotian,,family,,,,glot,chuk1271,
4229,chuk1271,Chukotko-Kamchatkan,,family,,,,glot,nan,
4230,chuk1269,Chuksang,,dialect,Eurasia,,,glot,Sino-Tibetan,
4231,chuk1270,Chukwa,cuw,language,Eurasia,27.358,86.9824,glot,Sino-Tibetan,NP
4232,chul1247,Chul'man-Gilyui,,dialect,Eurasia,,,glot,tung1282,
4233,chul1246,Chulym Turkic,clw,language,Eurasia,54.3209,89.5541,glot,Turkic,RU
4234,chum1263,Chuma,,dialect,South America,,,glot,quec1387,
4235,chum1264,Chumash,chs,language,North America,,,glot,,
4236,chum1262,Chumashan,,family,,,,glot,nan,
4237,chum1265,Chumbuli,,family,,,,glot,Atlantic-Congo,
4238,chum1261,Chumburung,ncu,language,Africa,8.15211,-0.2755,glot,Atlantic-Congo,GH
4239,cung1238,Chung,cug,language,Africa,6.59687,10.4104,glot,Atlantic-Congo,CM
4240,chun1248,Chungchong-Central Korean,,dialect,Eurasia,,,glot,kore1284,
4241,chon1286,Chungli,,dialect,Eurasia,,,glot,Sino-Tibetan,IN
4242,chun1246,Chunmat,,dialect,Eurasia,,,glot,Sino-Tibetan,
4243,chuq1241,Chuqu,,dialect,Eurasia,,,glot,Sino-Tibetan,
4244,chuq1242,Chuquisaca,,dialect,South America,,,glot,quec1387,
4245,chur1258,Churahi,cdj,language,Eurasia,32.8969,76.1124,glot,Indo-European,IN
4246,chur1254,Churari,,dialect,Eurasia,,,glot,Indo-European,
4247,chur1260,Church Gaelic,,dialect,Eurasia,,,glot,Indo-European,
4248,chur1257,Church Slavic,chu,language,Eurasia,43.7171,22.8442,glot,Indo-European,RU
4249,chut1247,Chut,scb,language,Eurasia,17.6819,105.773,glot,Austroasiatic,LA VN
4250,chut1252,Chutic,,family,,,,glot,Austroasiatic,
4251,chut1248,Chutobikha,,dialect,Eurasia,,,glot,Sino-Tibetan,
4252,chut1251,Chuty,,dialect,Eurasia,,,glot,Austronesian,
4253,chuu1238,Chuukese,chk,language,Papunesia,7.346993,151.598607,glot,Austronesian,FM
4254,pona1247,Chuukic-Ponapeic,,family,,,,glot,Austronesian,
4255,chuv1256,Chuvantsy,xcv,language,Eurasia,65.17,167.96,glot,yuka1259,RU
4256,chuv1255,Chuvash,chv,language,Eurasia,55.487,47.163,glot,Turkic,EE KZ RU
4257,chuw1239,Chuwaboic,,family,,,,glot,Atlantic-Congo,
4258,chuw1238,Chuwabu,chw,language,Africa,-17.3428,37.1231,glot,Atlantic-Congo,MZ
4259,latv1250,Chuxny,,dialect,Eurasia,,,glot,Indo-European,
4260,chwa1242,Chwaka,,dialect,Africa,,,glot,Atlantic-Congo,
4261,chxa1238,Chxala,,dialect,Eurasia,,,glot,kart1248,
4262,chac1251,Chácobo,cao,language,South America,-12.133,-66.7164,glot,pano1259,BO
4263,chug1253,Chūgoku,,dialect,Eurasia,,,glot,Japonic,
4264,chus1237,Chūshin,,dialect,Eurasia,,,glot,Japonic,
4265,cigb1235,Ci Gbe,cib,language,Africa,6.84217,2.02134,glot,Atlantic-Congo,BJ
4266,ciac1237,Cia-Cia,cia,language,Papunesia,-5.68289,122.791,glot,Austronesian,ID
4267,ciba1236,Cibak,ckl,language,Africa,10.8977,12.902,glot,Afro-Asiatic,NG
4268,cici1237,Cicipu,awc,language,Africa,11.0417,5.54073,glot,Atlantic-Congo,NG
4269,cico1238,Cicolano-Reatino-Aquilano,,dialect,Eurasia,,,glot,Indo-European,
4270,ciec1238,Ciec,,dialect,Africa,,,glot,nilo1247,
4271,cien1238,Cien,,dialect,Africa,,,glot,nilo1247,
4272,cika1238,Cikabanga,,dialect,Africa,,,glot,pidg1258,
4273,cile1234,Cilenge,,dialect,Africa,,,glot,Atlantic-Congo,
4274,cili1234,Cilicia-Antioch Arabic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4275,cili1235,Cilinji,,dialect,Africa,,,glot,Atlantic-Congo,
4276,cimb1239,Cimbebasia,,family,,,,glot,Atlantic-Congo,
4277,cimb1238,Cimbrian,cim,language,Eurasia,45.921,11.324,glot,Indo-European,IT
4278,cimu1238,Cimulin,,dialect,Eurasia,,,glot,Sino-Tibetan,
4279,cina1236,Cinamiguin Manobo,mkx,language,Papunesia,9.1793,124.721,glot,Austronesian,PH
4280,cinc1234,Cincinnati English,,dialect,Eurasia,,,glot,Indo-European,
4281,cind1242,Cinda,,dialect,Africa,,,glot,Atlantic-Congo,
4282,cine1238,Cineni,cie,language,Africa,11.1319,13.8187,glot,Afro-Asiatic,NG
4283,cint1239,Cinta Larga,cin,language,South America,-10.5879,-60.8312,glot,Tupian,BR
4284,circ1239,Circassian,,family,,,,glot,abkh1242,
4285,circ1240,Circum-Caribbean French,,family,,,,glot,Indo-European,
4286,cire1240,Cirebon Javanese,,dialect,Papunesia,-6.74533,108.538,glot,Austronesian,
4287,cire1239,Cirebon Sundanese,,dialect,Papunesia,,,glot,Austronesian,
4288,cisa1238,Cisalpine Celtic,,family,,,,glot,Indo-European,
4289,cisa1237,Cisalpine Gaulish,xcg,language,Eurasia,45.2,8.93,glot,Indo-European,IT
4290,cist1236,Cistercian Sign Language,,dialect,Eurasia,,,glot,,
4291,cisu1234,Cisundi Cabinda,,dialect,Africa,,,glot,Atlantic-Congo,
4292,sout3003,Cisyautepequeño,,family,,,,glot,otom1299,
4293,cita1245,Citak,txt,language,Papunesia,-5.58276,139.461,glot,Nuclear Trans New Guinea,ID
4294,cita1246,Citak Asmat,,family,,,,glot,Nuclear Trans New Guinea,
4295,citl1238,Citlang,,dialect,Eurasia,,,glot,Sino-Tibetan,
4296,civi1238,Cividale,,dialect,Eurasia,,,glot,Indo-European,
4297,ciwo1236,Ciwogai,tgd,language,Africa,10.8881,9.88558,glot,Afro-Asiatic,NG
4298,west2473,Ciwoyo,,dialect,Africa,,,glot,Atlantic-Congo,
4299,ciza1234,Cizali,,dialect,Africa,,,glot,Atlantic-Congo,
4300,cizr1234,Cizre Jewish Neo-Aramaic,,dialect,Eurasia,,,glot,Afro-Asiatic,
4301,clac1236,Clackamas,,dialect,North America,,,glot,chin1490,
4302,clal1241,Clallam,clm,language,North America,48.0707,-123.511,glot,sali1255,US
4303,clas1256,Classical Armenian,,dialect,Eurasia,,,glot,Indo-European,
4304,clas1257,Classical Indo-European,,family,,,,glot,Indo-European,
4305,clas1253,Classical Mandaic,myz,language,Eurasia,36.1203,49.5659,glot,Afro-Asiatic,IR
4306,clas1250,Classical Nahuatl,nci,language,North America,19.72,-96.97,glot,Uto-Aztecan,MX
4307,clas1251,Classical Quechua,qwc,language,South America,-9.99999,-76.5,glot,quec1387,PE
4308,clas1252,Classical Syriac,syc,language,Eurasia,37.1129,42.1432,glot,Afro-Asiatic,TR
4309,clas1254,Classical Tibetan,xct,language,Eurasia,29.24,92.01,glot,Sino-Tibetan,CN
4310,clas1249,Classical-Middle Armenian,xcl,language,Eurasia,38.592316,41.346422,glot,Indo-European,AM
4311,clas1255,Classical-Middle-Modern Sinitic,,family,,,,glot,Sino-Tibetan,
4312,clat1234,Clatskanie,,dialect,North America,,,glot,atha1245,
4313,chin1286,Clatsop-Shoalwater Chinook,chh,language,North America,45.1729,-119.166,glot,chin1490,US
4314,clel1239,Clela-Damakawa,,family,,,,glot,Atlantic-Congo,
4315,coah1252,Coahuilteco,xcw,language,North America,28.2589,-97.89,glot,nan,US
4316,coah1253,Coahuitlán Totonac,,language,North America,20.258836,-97.729504,glot,toto1251,MX
4317,coas1298,Coast Kiwai,,dialect,Papunesia,,,glot,kiwa1251,
4318,coas1301,Coast Miwok,csi,language,North America,38.3285,-122.994,glot,miwo1274,US
4319,coas1316,Coast Mixtec,,family,,,,glot,otom1299,
4320,coas1325,Coast Salish,,family,,,,glot,sali1255,
4321,coas1300,Coast Tsimshian,,dialect,North America,,,glot,tsim1258,
4322,coas1323,Coast Yuki,,dialect,North America,,,glot,yuki1242,
4323,coas1322,Coastal Anem,,dialect,Papunesia,,,glot,anem1249,
4324,coas1296,Coastal Arapesh,,dialect,Papunesia,,,glot,nucl1708,
4325,coas1290,Coastal Balochi,,dialect,Eurasia,,,glot,Indo-European,
4326,coas1320,Coastal Bandjalang,,family,,,,glot,Pama-Nyungan,
4327,coas1315,Coastal Bikol,,family,,,,glot,Austronesian,
4328,coas1297,Coastal Binanderean,,family,,,,glot,Nuclear Trans New Guinea,
4329,coas1327,Coastal Blagar,,dialect,Papunesia,,,glot,timo1261,
4330,coas1305,Coastal Chamic,,family,,,,glot,Austronesian,
4331,coas1314,Coastal Chatino,,family,,,,glot,otom1299,
4332,coas1319,Coastal Finnic,,family,,,,glot,Uralic,
4333,coas1294,Coastal Kadazan,kzj,language,Papunesia,5.77065,116.063,glot,Austronesian,MY
4334,coas1295,Coastal Konjo,kjc,language,Papunesia,-5.41532,120.304,glot,Austronesian,ID
4335,coas1324,Coastal Koroshi,,dialect,Eurasia,,,glot,Indo-European,
4336,coas1321,Coastal Lamalamic,,family,,,,glot,Pama-Nyungan,
4337,nucl1499,Coastal Maisin,,dialect,Papunesia,,,glot,Austronesian,
4338,coas1292,Coastal Makwe,,dialect,Africa,,,glot,Atlantic-Congo,
4339,hali1245,Coastal Marind,,dialect,Papunesia,,,glot,anim1240,
4340,coas1329,Coastal Mexican Spanish,,dialect,Eurasia,,,glot,Indo-European,
4341,coas1318,Coastal Min,,family,,,,glot,Sino-Tibetan,
4342,coas1330,Coastal Musi,,dialect,Papunesia,,,glot,Austronesian,
4343,coas1317,Coastal NEC Bantu,,family,,,,glot,Atlantic-Congo,
4344,coas1313,Coastal Southwest Paman,,family,,,,glot,Pama-Nyungan,
4345,coas1310,Coastal Tihaamah,,dialect,Eurasia,,,glot,Afro-Asiatic,
4346,coas1312,Coastal Tor,,family,,,,glot,toro1256,
4347,coas1311,Coastal Tsamosan,,family,,,,glot,sali1255,
4348,coas1328,Coastal Vili,,dialect,Africa,,,glot,Atlantic-Congo,
4349,cent2087,Coastal-Naga Bikol,bcl,language,Papunesia,13.7574,123.403,glot,Austronesian,PH
4350,sout2912,Coastal-Virac Bikol,bln,language,Papunesia,13.6989,124.29,glot,Austronesian,PH
4351,coat1245,Coatecano,,family,,,,glot,otom1299,
4352,coat1244,Coatecas Altas Zapotec,zca,language,North America,16.5609,-96.7336,glot,otom1299,MX
4353,coat1246,Coatepec,,dialect,North America,,,glot,toto1251,
4354,coat1240,Coatepec Nahuatl,naz,language,North America,18.32,-99.7114,glot,Uto-Aztecan,MX
4355,coat1242,Coatlan-Loxicha Zapotec,,family,,,,glot,otom1299,MX
4356,coat1238,Coatlán Mixe,mco,language,North America,16.9404,-95.4659,glot,mixe1284,MX
4357,coat1243,Coatlán Zapotec,zps,language,North America,16.1463,-96.7683,glot,otom1299,MX
4358,coat1239,Coatlín Mixe,,dialect,North America,,,glot,mixe1284,
4359,coat1241,Coatzospan Mixtec,miz,language,North America,18.048748,-96.763633,glot,otom1299,MX
4360,cobe1238,Cobecha,,dialect,Africa,,,glot,Atlantic-Congo,
4361,coca1260,Cocama,,dialect,South America,,,glot,Tupian,
4362,coca1259,Cocama-Cocamilla,cod,language,South America,-4.5,-74.0,glot,Tupian,BR CO PE
4363,coca1261,Cocamilla,,dialect,South America,,,glot,Tupian,
4364,coch1274,Cochabamba,,dialect,South America,,,glot,quec1387,
4365,coch1272,Cochimi,coj,language,North America,29.04,-114.077,glot,coch1271,MX
4366,coch1271,Cochimi-Yuman,,family,,,,glot,nan,
4367,coch1273,Cochiti,,dialect,North America,,,glot,kere1287,
4368,coco1262,Coconucan,,family,,,,glot,barb1265,
4369,coco1261,Cocopa,coc,language,North America,32.376,-114.848,glot,coch1271,MX US
4370,coco1260,Cocos Islands Malay,coa,language,Papunesia,-12.193342,96.833679,glot,Austronesian,CC MY
4371,coer1236,Coeruna,,language,South America,-1.054216,-70.58464,glot,huit1251,CO
4372,coeu1236,Coeur d'Alene,crd,language,North America,47.2958,-116.715,glot,sali1255,US
4373,cofa1242,Cofán,con,language,South America,0.276675,-77.0643,glot,nan,CO EC
4374,cogu1240,Cogui,kog,language,South America,10.9485,-73.8043,glot,chib1249,CO
4375,coic1238,Coicoyán,,dialect,North America,17.27301,-98.27588,glot,otom1299,
4376,coll1240,Col,liw,language,Papunesia,-3.52245,103.451,glot,Austronesian,ID
4377,cola1237,Colac,,language,Australia,-38.471266,143.422444,glot,Pama-Nyungan,AU
4378,cole1234,Colesberg,,dialect,Africa,,,glot,Tuu,
4379,coli1235,Colima,,language,South America,,,glot,uncl1493,CO
4380,cjin1234,Colloquial Jakarta Indonesian,,dialect,Papunesia,-6.277146,106.848088,glot,Austronesian,
4381,mala1479,Colloquial Malay,zlm,language,Eurasia,1.85856,103.0,glot,Austronesian,ID MY SG TH
4382,colo1255,Colo,,dialect,Africa,,,glot,nilo1247,
4383,colo1257,Colombia-Ecuador Quechua,,family,,,,glot,quec1387,
4384,colo1258,Colombia-Oriente Quechua,,family,,,,glot,quec1387,
4385,inga1252,Colombian Inga,inb,language,South America,1.00313,-76.8606,glot,quec1387,CO VE
4386,colo1249,Colombian Sign Language,csn,language,South America,5.33532,-75.4464,glot,,
4387,colo1254,Colonia Tovar German,gct,language,South America,10.4853,-67.2579,glot,Indo-European,VE
4388,colu1250,Columbia,,dialect,North America,,,glot,sali1255,
4389,colu1241,Columbia-Wenatchi,col,language,North America,48.217,-118.454,glot,sali1255,US
4390,colv1241,Colville,,dialect,North America,,,glot,sali1255,
4391,cola1238,Colán,,dialect,South America,,,glot,tall1235,
4392,coma1246,Comaltepec Chinantec,cco,language,North America,17.5909,-96.445,glot,otom1299,MX
4393,coma1245,Comanche,com,language,North America,34.0,-101.0,glot,Uto-Aztecan,US
4394,come1251,Comecrudan,xcm,language,North America,26.1333,-98.4667,glot,nan,MX
4395,come1253,Comecrudo,,dialect,North America,,,glot,come1251,
4396,come1252,Comematsa,,dialect,South America,,,glot,tuca1253,
4397,comm1247,Common Chinese,,dialect,Eurasia,,,glot,Sino-Tibetan,
4398,comm1246,Common Delaware,del,family,,,,glot,algi1248,US
4399,comm1248,Common Kaili,,family,,,,glot,Austronesian,
4400,comm1243,Common Sadri,,dialect,Eurasia,,,glot,Indo-European,
4401,comm1245,Common Turkic,,family,,,,glot,Turkic,
4402,como1258,Como Karim,cfg,language,Africa,8.86601,10.816,glot,Atlantic-Congo,NG
4403,como1260,Comorian Bantu,,family,,,,glot,Atlantic-Congo,
4404,como1259,Comox,coo,language,North America,49.7233,-124.967,glot,sali1255,CA
4405,comp1236,Compromise Middle Pama,,family,,,,glot,Pama-Nyungan,
4406,cona1234,Con,cno,language,Eurasia,20.6442,100.904,glot,,
4407,conc1244,Concepción Chiquitano,,dialect,South America,,,glot,chiq1253,
4408,conc1237,Concho,,language,North America,,,glot,uncl1493,MX
4409,conc1245,Conchucos,,family,,,,glot,quec1387,
4410,cond1242,Condamine-Upper Clarence Bandjalang,gih,language,Australia,-28.289642,152.151281,glot,Pama-Nyungan,AU
4411,cond1241,Condul,,dialect,Eurasia,,,glot,Austroasiatic,
4412,cong1236,Congo Swahili,swc,language,Africa,-7.2692,27.4196,glot,Atlantic-Congo,CD
4413,coni1241,Conibo,,dialect,South America,,,glot,pano1259,
4414,conn1243,Connacht,,dialect,Eurasia,,,glot,Indo-European,
4415,rong1262,Conservative Amdo Farmer,,dialect,Eurasia,,,glot,Sino-Tibetan,
4416,hbro1238,Conservative Amdo Nomad,,dialect,Eurasia,,,glot,Sino-Tibetan,
4417,cons1245,Constantine,,dialect,Africa,,,glot,Afro-Asiatic,
4418,cons1241,Constantinople Armenian,,dialect,Eurasia,,,glot,Indo-European,
4419,cons1240,Constantinople Greek,,dialect,Eurasia,,,glot,Indo-European,
4420,cont1245,Continental Chonan,,family,,,,glot,chon1288,
4421,neap1235,Continental Southern Italian,nap,language,Eurasia,39.2288,16.4225,glot,Indo-European,IT
4422,cont1247,Continental West Flemish,,dialect,Eurasia,,,glot,Indo-European,
4423,coos1248,Coosan,,family,,,,glot,nan,
4424,copa1236,Copainalá Zoque,zoc,language,North America,17.2157,-93.3183,glot,mixe1284,MX
4425,copa1237,Copala Triqui,trc,language,North America,17.1541,-97.9826,glot,otom1299,MX US
4426,copa1238,Copallen,,language,South America,,,glot,uncl1493,PE
4427,copi1238,Copi,,dialect,Africa,,,glot,Atlantic-Congo,
4428,copt1239,Coptic,cop,language,Africa,29.472,31.2053,glot,Afro-Asiatic,EG
4429,coqu1236,Coquille,coq,language,North America,44.5177,-119.605,glot,atha1245,US
4430,cora1259,Corachol,,family,,,,glot,Uto-Aztecan,
4431,cora1261,Corachol-Aztecan,,family,,,,glot,Uto-Aztecan,
4432,cora1260,Coran,,family,,,,glot,Uto-Aztecan,
4433,cord1234,Cord Huron,,dialect,North America,,,glot,iroq1247,
4434,cord1235,Cordillera Athabaskan,,family,,,,glot,atha1245,
4435,cent2005,Core Central Kuki-Chin,,family,,,,glot,Sino-Tibetan,
4436,core1263,Core Chatino,,family,,,,glot,otom1299,
4437,core1252,Core Chibchan,,family,,,,glot,chib1249,
4438,core1262,Core Gyalrong,,family,,,,glot,Sino-Tibetan,
4439,core1258,Core Lalo,,family,,,,glot,Sino-Tibetan,
4440,core1254,Core Mayan,,family,,,,glot,maya1287,
4441,core1246,Core Muji,,family,,,,glot,Sino-Tibetan,
4442,core1264,Core Northern Je,,family,,,,glot,nucl1710,
4443,core1251,Core Quichean,,family,,,,glot,maya1287,
4444,core1255,Core Shona,,family,,,,glot,Atlantic-Congo,
4445,core1249,Core Siouan,,family,,,,glot,siou1252,
4446,core1260,Core Thura Yura,,family,,,,glot,Pama-Nyungan,
4447,nucl1765,Core Zapotec,,family,,,,glot,otom1299,
4448,cori1240,Cori,cry,language,Africa,9.59,8.06,glot,Atlantic-Congo,NG
4449,corn1251,Cornish,cor,language,Eurasia,50.5233,-4.18619,glot,Indo-European,GB
4450,corn1250,Cornouaillais,,dialect,Eurasia,,,glot,Indo-European,
4451,coro1246,Coro,,dialect,Africa,,,glot,nilo1247,
4452,coro1249,Coroado-Puri,,language,South America,-20.264033,-43.612003,glot,puri1261,BR
4453,coro1254,Coroma,,dialect,North America,,,glot,chib1249,
4454,coro1247,Corongo Ancash Quechua,qwa,language,South America,-8.57647,-77.9864,glot,quec1387,PE
4455,corr1234,Corridor Bantu,,family,,,,glot,Atlantic-Congo,
4456,cors1242,Corsic,,family,,,,glot,Indo-European,
4457,cors1241,Corsican,cos,language,Eurasia,41.7,9.25537,glot,Indo-European,FR IT
4458,akun1243,Corumbiara,,family,,,,glot,Tupian,
4459,cosa1234,Cosao,,language,Eurasia,21.616667,101.566667,glot,Sino-Tibetan,CN LA
4460,cost1249,Costa Rican Sign Language,csr,language,North America,9.8943,-84.118,glot,,
4461,cost1250,Costanoan,,family,,,,glot,miwo1274,
4462,cota1242,Cotabambas,,dialect,South America,,,glot,quec1387,
4463,cota1241,Cotabato Manobo,mta,language,Papunesia,6.39417,124.234,glot,Austronesian,PH
