include,id,nature,category,tags,species,species by,subspecies,species syn,species syn by,species alt,wyk name,amar name,hu name,other name,wikipedia,POWO,GBIF,family,part used,region of origin,country,lat,lon,source,year recorded in TCM,macroarea,range,native regions,no. of native regions,introduced regions,no. of introduced regions,total regions,spreadability,cultivation,color,usage,pharmaceutical,pharma en,TCM,TCM DB,TCM name,TCM pinyin,desc,medicinal group,meridian,action,Hu zh,Ayurveda,Words,Britannica,Notes,English,En alt,Plant name,Chinese WN,Chinese simp,Chinese,Ch transliteration,Jyutping,Ch literal,Ch alt,Arabic,Ar transliteration,Ar literal,Ar alt,Hungarian,Hu literal,Hu alt,Hu notes,Hindi,Hi transliteration,Hi literal,Hi alt ,Indonesian,Malay,Persian,FOC,taste/smell,heat,Major uses,Culinary,Medicinal,Köhler,Wyk,Hu,Hu en,Extra,sym,hu_1990,IPNI,TPL,TROP,EOL,WFO,NCBI,NCBI id
out,Germinated Barley,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Hordei Germinatus Fructus,Germinated Barley,yes,polyu-tcm,麥芽,màiyá,Dried germinated ripe fruit of Hordeum vulgare L. (Fam. Gramineae),Digestant medicinal,sweet; neutral,"Spleen, Stomach",,,,,,,,,,,麥芽,màiyá,mak6 ngaa4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Giant Knotweed Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Polygoni Cuspidati Rhizoma et Radix,Giant Knotweed Rhizome,yes,polyu-tcm,虎杖,hǔzhàng,Dried rhizome and root of Polygonum cuspidatum Sieb. et Zucc. (Fam. Polygonaceae),Dampness-draining anti-icteric medicinal,slightly bitter; slightly cold,"Liver, Lung, Gallbladder",,,,,,,,,,,虎杖,hǔzhàng,fu2 zoeng6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Giant Typhonium Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Typhonii Rhizoma,Giant Typhonium Rhizome,yes,polyu-tcm,白附子,báifùzǐ,Dried tuber of Typhonium giganteum Engl. (Fam. Araceae),Phlegm resolving medicinal,pungent; warm; toxic,"Stomach, Liver",,,,,,,,,,,白附子,báifùzǐ,baak6 fu6 zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Ginkgo Leaf,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Ginkgo Folium,Ginkgo Leaf,yes,polyu-tcm,銀杏葉,yínxìngyè,Dried leaf of Ginkgo biloba L. (Fam. Ginkgoaceae),Cough-suppressing and panting-calming medicinal,"sweet, bitter, astringent; neutral","Heart, Lung",,,,,,,,,,,銀杏葉,yínxìngyè,ngan4 hang6 jip6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Ginkgo Seed,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Ginkgo Semen,Ginkgo Seed,yes,polyu-tcm,白果,báiguǒ,Dried ripe seed of Ginkgo biloba L. (Fam. Ginkgoaceae),Cough-suppressing and panting-calming medicinal,"sweet, bitter, astringent; neutral; toxic",Lung,,,,,,,,,,,白果,báiguǒ,baak6 gwo2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Ginseng,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Ginseng Radix,Ginseng,yes,polyu-tcm,人參,réncān,Dried root of Panax ginseng C.A. Mey. (Fam. Araliaceae),Qi-tonifying medicinal,"slightly bitter, sweet; neutral","Heart, Spleen, Lung",,,,,,,,,,,人參,réncān,jan4 sam1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Ginseng Leaf,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Ginseng Folium,Ginseng Leaf,yes,polyu-tcm,人參葉,réncānyè,Dried leaf of Panax ginseng C.A. Mey. (Fam. Araliaceae),Qi-tonifying medicinal,"bitter, sweet; cold","Lung, Stomach",,,,,,,,,,,人參葉,réncānyè,jan4 sam1 jip6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Glabrous Greenbrier Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Smilacis Glabrae Rhizoma,Glabrous Greenbrier Rhizome,yes,polyu-tcm,土茯苓,tǔfúlíng,Dried rhizome of Smilax glabra Roxb. (Fam. Liliaceae),Heat-clearing and detoxicating medicinal,"sweet, bland; neutral","Liver, Stomach",,,,,,,,,,,土茯苓,tǔfúlíng,tou2 fuk6 ling4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Glabrous Sarcandra Herb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Sarcandrae Herba,Glabrous Sarcandra Herb,yes,polyu-tcm,腫節風,zhǒngjiéfēng,Dried herb of Sarcandra glabra (Thunb.) Nakai (Fam. Chloranthaceae),Heat-clearing and blood-cooling medicinal,"bitter, pungent; neutral","Heart, Liver",,,,,,,,,,,腫節風,zhǒngjiéfēng,zung2 zit3 fung1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Glossy Ganoderma,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Ganoderma,Glossy Ganoderma,yes,polyu-tcm,靈芝,língzhī,"Dried sporophore of Ganoderma lucidum (Leyss. ex Fr.) Karst. or Ganoderma sinense Zhao, Xu et Zhang (Fam. Polyporaceae)",Qi-tonifying medicinal,sweet;,"Liver, Heart, Lung, Kidney",,,,,,,,,,,靈芝,língzhī,ling4 zi1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Glossy Privet Fruit,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Ligustri Lucidi Fructus,Glossy Privet Fruit,yes,polyu-tcm,女貞子,nv̌zhēnzǐ,Dried fruit of Ligustrum lucidum Ait. (Fam. Oleaceae),Yin-tonifying medicinal,"sweet, bitter; cool","Liver, Kidney",,,,,,,,,,,女貞子,nv̌zhēnzǐ,neoi5 leoi5 zing1 zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Glue of tortoise shell,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Carapax et Plastrum Testudinis Colla,Glue of tortoise shell,yes,polyu-tcm,龜甲膠,gūijiǎjiāo,Solid glue prepared from Carapace and plastron of Chinemys reevesii (Gray) (Fam. Emydidae),Yin-tonifying medicinal,"salty, sweet; cool","Liver, Kidney, Heart",,,,,,,,,,,龜甲膠,gūijiǎjiāo,gwai1 gaap3 gaau1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Golden thread,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Coptidis Rhizoma,Golden thread,yes,polyu-tcm,黃連,huánglián,"Dried rhizome of Coptis chinensis Franch., Coptis deltoidea C.Y. Cheng et Hsiao or Coptis teeta Wall. (Fam. Ranunculaceae)",Heat-clearing and dampness-drying medicinal,bitter; cold,"Liver, Heart, Spleen, Gallbladder, Stomach, Large intestine",,,,,,,,,,,黃連,huánglián,wong4 lin4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Gordon Euryale Seed,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Euryales Semen,Gordon Euryale Seed,yes,polyu-tcm,芡實,qiànshí,Dried kernel of ripe seed of Euryale ferox Salisb. (Fam. Nymphaeaceae),Astringent medicinal,"sweet, astringent; neutral","Spleen, Kidney",,,,,,,,,,,芡實,qiànshí,him3 sat6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,grains of paradise,,spice,,Aframomum melegueta,K.Schum.,,,,,Melegueta pepper; grains of paradise; alligator pepper,,,,,https://powo.science.kew.org/taxon/871877-1,http://www.theplantlist.org/tpl1.1/record/kew-218399,Zingiberaceae,seed,Trop W Afr,,,,van_wyk_culinary_2014,,,,,1,"French Guiana, Guyana, Trinidad-Tobago, Windward Is.",4,5.0,4.0,,,,,Grana paradisi,,,,,,,,,,,,,,,,,,,天堂椒,tiān​táng​jiāo,,paradise-pepper,天堂椒; 天堂的種子; 非洲豆蔻; 椒蔻; 畿內亞胡椒; 天堂椒; 樂園籽; 梅萊蓋塔胡椒,,,,,,malagétabors; édenmag; paradicsmag; guineai bors,,,,,,,,,,,,"peppery, pungent",5,as for pepper; liquors,,,,,,,,,,,,,,,637930
out,Grassleaf Sweetflag Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Acori Tatarinowii Rhizoma,Grassleaf Sweetflag Rhizome,yes,polyu-tcm,石菖蒲,shíchāngpú,Dried rhizome of Acorus tatarinowii Schott (Fam. Araceae),Orifice-opening medicinal,"pungent, bitter; warm","Heart, Stomach",,,,,,,,,,,石菖蒲,shíchāngpú,sek6 coeng1 pou4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Great Burdock Achene,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Arctii Fructus,Great Burdock Achene,yes,polyu-tcm,牛蒡子,níubàngzǐ,Dried ripe fruit of Arctium lappa L. (Fam. Compositae),Wind-heat dispersing medicinal,"pungent, bitter; cold","Lung, Stomach",,,,,,,,,,,牛蒡子,níubàngzǐ,ngau4 bong2 zi2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,greater galangal,,spice,,Alpinia galanga,,,,,,galangal; greater galangal,galingale,,,,https://powo.science.kew.org/taxon/795279-1,,Zingiberaceae,rhizome; fruit,Trop As,,,,van_wyk_culinary_2014,,,,"Assam, Bangladesh, Borneo, Cambodia, China South-Central, China Southeast, Hainan, Jawa, Malaya, Myanmar, Philippines, Sumatera, Thailand, Vietnam",14,"India, Sri Lanka, Taiwan",3,17.0,0.21428571428571427,,,,Galangae Fructus,Galangal Fruit,yes,polyu-tcm,红豆蔻,hóngdòukòu,Dried ripe fruit of Alpinia galanga Willd. (Fam. Zingiberaceae),Dampness-resolving medicinal,pungent; warm,"Spleen, Lung",,,,,,,,,,,红豆蔻,hóngdòukòu,hung4 dau6 dau2 kau3 ,,,خولنجان,"khūlanjān, khawlanjān",amar_arabian_2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Green Tangerine Peel,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Citri Reticulatae Viride Pericarpium,Green Tangerine Peel,yes,polyu-tcm,青皮,qīngpí,Dried pericarp of the young or immature fruits of Citrus reticulata Blanco or its cultivars (Fam. Rutaceae),Qi-regulating medicinal,"pungent, bitter; warm","Liver, Gallbladder, Stomach",,,,,,,,,,,青皮,qīngpí,cing1 ceng1 pei4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Grosvenor Momordica Fruit,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Momordicae Fructus,Grosvenor Momordica Fruit,yes,polyu-tcm,羅漢果,luóhànguǒ,Dried fruit of Momordica grosvenori Swingle (Fam. Cucurbitaceae),Cough-suppressing and panting-calming medicinal,sweet; cool,"Lung, Large intestine",,,,,,,,,,,羅漢果,luóhànguǒ,lo4 hon3 gwo2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Ground Beetle,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Eupolyphaga Seu Steleophaga,Ground Beetle,yes,polyu-tcm,土鱉蟲,tǔbiēchóng,"Dried body of female, Eupolyphaga sinensis Walker or Steleophaga plancyi (Boleny) (Fam. Corydiidae)",Blood-activating trauma-curing medicinal,salty; cold; slightly toxic,Liver,,,,,,,,,,,土鱉蟲,tǔbiēchóng,tou2 bit3 cung4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Gypsum,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Fibrosum Gypsum,Gypsum,yes,polyu-tcm,石膏,shígāo,"Plaster Mineral of sulfates of plaster Mineral group, containing mainly hydrate calcium sulfate (CaSO4‧2H2O)",Heat-clearing and fire-purging medicinal,"sweet, pungent; strongly cold","Lung, Stomach",,,,,,,,,,,石膏,shígāo,sek6 gou1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hairyvein Agrimonia Herb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Agrimoniae Herba,Hairyvein Agrimonia Herb,yes,polyu-tcm,仙鶴草,xiānhècǎo,Dried aerial part of Agrimonia pilosa Ledeb. (Fam. Rosaceae),Astringent hemostatic medicinal,"bitter, astringent; neutral","Heart, Liver",,,,,,,,,,,仙鶴草,xiānhècǎo,sin1 hok6 cou2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hawthorn Fruit,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Crataegi Fructus,Hawthorn Fruit,yes,polyu-tcm,山楂,shānzhā,Dried ripe fruit of Crataegus pinnatifida Bge. var. major N. E. Br. or Crataegus pinnatifida Bge. (Fam. Rosaceae),Digestant medicinal,"sweet, sour; slightly warm","Liver, Spleen, Stomach",,,,,,,,,,,山楂,shānzhā,saan1 zaa1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Heartleaf Houttuynia Herb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Houttuyniae Herba,Heartleaf Houttuynia Herb,yes,polyu-tcm,魚腥草,yúxīngcǎo,Fresh or dried aerial part of Houttuynia cordata Thumb. (Fam. Saururaceae),Heat-clearing and detoxicating medicinal,pungent; slightly cold,Lung,,,,,,,,,,,魚腥草,yúxīngcǎo,jyu4 sing1 seng1 cou2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hematite,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Haematitum,Hematite,yes,polyu-tcm,赭石,zhěshí,"Mineral of oxides of corundum group, containing mainly ferric oxide (Fe2O3)",Liver-pacifying and wind-extinguishing medicinal,bitter; cold,"Liver, Heart",,,,,,,,,,,赭石,zhěshí,? sek6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hemp seed,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Cannabis Fructus,Hemp seed,yes,polyu-tcm,火麻仁,huǒmárén,Dried ripe fruit of Cannabis sativa L. (Fam. Moraceae),Laxative medicinal,sweet; neutral,"Spleen, Stomach, Large intestine",,,,,,,,,,,火麻仁,huǒmárén,fo2 maa4 jan4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,henna,,dye,,Lawsonia inermis,L.,,,,,,,,,,https://powo.science.kew.org/taxon/553638-1,,Lythraceae,leaves,Med,,16,49,hu_history_1990,300,,"NE. Tropical Africa, Arabian Peninsula, S. Pakistan to India","Djibouti, Eritrea, Ethiopia, India, Kenya, Oman, Pakistan, Panamá, Saudi Arabia, Somalia, Tanzania, Yemen",12,"Algeria, Andaman Is., Aruba, Assam, Bahamas, Bangladesh, Benin, Burkina, Cameroon, Cayman Is., Central African Repu, Chad, Comoros, Costa Rica, Cuba, Dominican Republic, East Himalaya, Ecuador, Ghana, Guinea, Guinea-Bissau, Gulf of Guinea Is., Guyana, Haiti, Iraq, Ivory Coast, Jamaica, Jawa, KwaZulu-Natal, Laos, Lebanon-Syria, Leeward Is., Lesser Sunda Is., Liberia, Libya, Madagascar, Maldives, Mali, Marianas, Mauritania, Mexico Southwest, Morocco, Mozambique, Myanmar, Netherlands Antilles, New Guinea, Nicobar Is., Niger, Nigeria, Palestine, Puerto Rico, Senegal, Sierra Leone, Sri Lanka, Sudan, Suriname, Tadzhikistan, Togo, Trinidad-Tobago, Tunisia, Turks-Caicos Is., Uganda, Venezuela, Venezuelan Antilles, Vietnam, Windward Is., Zaïre",67,79.0,5.583333333333333,,,,,,,,,,,,,,,,,,,,,,,,指甲花,zhǐjiahuā,,fingernail-flower,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,
out,Heterophylly Falsestarwort Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Pseudostellariae Radix,Heterophylly Falsestarwort Root,yes,polyu-tcm,太子參,tàizǐcān,Dried root tuber of Pseudostellaria heterophylla (Miq.) Pax ex Pax et Hoffm. (Fam. Caryophyllaceae),Qi-tonifying medicinal,"sweet, slightly bitter; neutral","Spleen, Lung",,,,,,,,,,,太子參,tàizǐcān,taai3 zi2 sam1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Himalayan Teasel Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Dipsaci Radix,Himalayan Teasel Root,yes,polyu-tcm,續斷,xùduàn,Dried root of Dispsacus asperoides C.Y. Cheng et T. M. Ai (Fam. Dispsacaceae),Yang-tonifying medicinal,"pungent, bitter; slightly warm","Liver, Kidney",,,,,,,,,,,續斷,xùduàn,zuk6 tyun5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hirsute Shiny Bugleweed Herb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Lycopi Herba,Hirsute Shiny Bugleweed Herb,yes,polyu-tcm,澤蘭,zélán,Dried aerial part of Lyscopus lucidus Turcz. var. hirtus Regel (Fam. Labiatae),Blood-activating menstruation regulating medicinal,"bitter, pungent; slightly warm","Liver, Spleen",,,,,,,,,,,澤蘭,zélán,zaak6 laan4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hogfennel Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Peucedani Radix,Hogfennel Root,yes,polyu-tcm,前胡,qiánhú,Dried root of Peucedanum praeruptorum Dunn (Fam. Apiaceae),Phlegm resolving medicinal,"pungent, bitter; slightly cold",Lung,,,,,,,,,,,前胡,qiánhú,cin4 wu4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,holy basil,,herb,,Ocimum tenuiflorum,,,O. sanctum,,,holy basil; sacred basil; Thai basil,,,,,,,Lamiaceae,leaf; herb,Trop As,,,,van_wyk_culinary_2014,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Honey,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Mel,Honey,yes,polyu-tcm,蜂蜜,fēngmì,Saccharine fluid deposited by Apis cerana Fabricius or Apis mellifera Linnaeus (Fam. Apidae),Qi-tonifying medicinal,sweet; neutral,"Lung, Stomach, Large intestine",,,,,,,,,,,蜂蜜,fēngmì,fung1 mat6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Honeycomb,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Vespae Nidus,Honeycomb,yes,polyu-tcm,蜂房,fēngfáng,"Honeycomb of Polistes olivaceous (DeGeer), Polistes japonicus Saussure or Parapolybia varia Fabricius (Fam. Vespidae)",Dry dampness relieve itching and kill worms medicinal,sweet; neutral,Stomach,,,,,,,,,,,蜂房,fēngfáng,fung1 fong4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Honeysuckle Stem,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Lonicerae Japonicae Caulis,Honeysuckle Stem,yes,polyu-tcm,忍冬藤,rěndōngténg,Dried stem and branch of Lonicera japonica Thunb (Fam. Caprifoliaceae),Heat-clearing and detoxicating medicinal,sweet; cold,"Lung, Stomach",,,,,,,,,,,忍冬藤,rěndōngténg,jan2 dung1 tang4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,horehound,,,,Marrubium vulgare,,,,,,horehound; white horehound,,,,,,,Lamiaceae,leaf,Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,horseradish,,,,Armoracia rusticana,,,,,,horseradish,,,,,,,Brassicaceae,root,As,,,,van_wyk_culinary_2014,,,,,1,,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Human Placenta,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Hominis Placenta,Human Placenta,yes,polyu-tcm,紫河車,zǐhéchē,Dried placenta of a healthy women,Yang-tonifying medicinal,"sweet, salty; warm","Heart, Lung, Kidney",,,,,,,,,,,紫河車,zǐhéchē,zi2 ho4 ce1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Hypoglaucous Collett Yam Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Dioscoreae Hypolaucae Rhizoma,Hypoglaucous Collett Yam Rhizome,yes,polyu-tcm,粉萆薢,fěnpìjiē,Dried rhizome of Dioscorea hypoglauca Plakibin (Fam. Dioscoreaceae),Strangury-relieving diuretic medicinal,bitter; neutral,"Kidney, Stomach",,,,,,,,,,,粉萆薢,fěnpìjiē,fan2 ? ? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,hyssop,,,,Hyssopus officinalis,,,,,,hyssop,,,,,,,Lamiaceae,herb,S Eur,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Immature Orange Fruit,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Aurantii Immaturus Fructus,Immature Orange Fruit,yes,polyu-tcm,枳實,zhīshí,Dried young fruit of Citrus aurantium L. and its cultivated varieties (Fam. Rutaceae),Qi-regulating medicinal,"pungent, bitter, sour; warm","Spleen, Stomach",,,,,,,,,,,枳實,zhīshí,? sat6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Incised Notopterygium Rhizome or Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Notopterygii Rhizoma et Radix,Incised Notopterygium Rhizome or Root,yes,polyu-tcm,羌活,qiānghuó,Dried rhizome and root of Notopterygium incisum Ting ex H.T. Chang or Notopterygium forbesii Boiss (Fam. Apiaceae),Wind-cold-dispersing medicinal,"pungent, bitter; warm","Bladder, Kidney",,,,,,,,,,,羌活,qiānghuó,goeng1 wut6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Indian Bread,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Poria,Indian Bread,yes,polyu-tcm,茯苓,fúlíng,"Dried sclerotium of the fungus, Poria cocos (Schw.) Wolf (Fam. Polyporaceae)",Dampness-draining diuretic medicinal,"sweet, bland; neutral","Heart, Spleen, Lung, Kidney",,,,,,,,,,,茯苓,fúlíng,fuk6 ling4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Indian cassia,,,,Cinnamomum tamala,(Buch.-Ham.) T.Nees & C.H.Eberm.,,,,,Indian cassia lignea; Indian bark; Malabathri bark,,,"Indian bay leaf, also known as tejpat, tejapatta, Malabar leaf, Indian bark, Indian cassia, or malabathrum",,,,Lauraceae,leaf; bark,NE. India; Bangladesh; Nepal; Bhutan; Yunnan,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Indian Madder Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Rubiae Radix et Rhizoma,Indian Madder Root,yes,polyu-tcm,茜草,qiàncǎo,Dried root and rhizome of Rubia cordifolia L. (Fam. Rubiaceae),Stasis-resolving hemostatic medicinal,bitter; cold,Liver,,,,,,,,,,,茜草,qiàncǎo,sin6 sai1 cou2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Indian Trumpetflower Seed,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Oroxyli Semen,Indian Trumpetflower Seed,yes,polyu-tcm,木蝴蝶,mùhúdié,Dried ripe fruit of Oroxylum indicum (L.) Vent. (Fam. Bignoniaceae),Heat-clearing and detoxicating medicinal,"bitter, sweet; cool","Lung, Liver, Stomach",,,,,,,,,,,木蝴蝶,mùhúdié,muk6 wu4 dip6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Indonesian cassia,,,,Cinnamomum burmanii,,,,,,Indonesian cassia; Padang cassia; Batavia cassia; Korintje cassia,,,,,,,Lauraceae,bark; leaf,Sumatra-Java,,,,van_wyk_culinary_2014,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Inula Flower,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Inulae Flos,Inula Flower,yes,polyu-tcm,旋覆花,xuánfùhuā,Dried capitulum of Inula japonica Thunb. or Inula britannica L. (Fam. Compositae),Phlegm resolving medicinal,"bitter, pungent, salty; slightly warm","Lung, Spleen, Stomach, Large intestine",,,,,,,,,,,旋覆花,xuánfùhuā,syun4 fuk1 faa1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Irkutsk Anemone Rhizome,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Anemonis Altaicae Rhizoma,Irkutsk Anemone Rhizome,yes,polyu-tcm,九節菖蒲,jǐujiéchāngpú,Dried rhizome of Anemone altaica Fisch. ex C. A. Mey. (Fam. Ranunculaceae),Orifice-opening medicinal,pungent; warm,"Heart, Liver, Spleen",,,,,,,,,,,九節菖蒲,jǐujiéchāngpú,gau2 zit3 coeng1 pou4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
out,Isatis Root,,medicine,,,,,,,,,,,,,,,,,,,,,polyu_chinese_2020,,,,,,,,,,,,,Isatidis Radix,Isatis Root,yes,polyu-tcm,板藍根,bǎnlángēn,Dried root of Isatis indigotica Fort. (Fam. Cruciferae),Heat-clearing and detoxicating medicinal,bitter; cold,"Heart, Stomach",,,,,,,,,,,板藍根,bǎnlángēn,baan2 laam4 gan1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
